ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,content_new,sentiment
247,Hàng thì vẫn luôn tốt rồi . Nhưng mà shop bảo tặng cho 1 chai nhỏ 40mà không thấyddaau mong shop phản hồi,20/09/2021,10:43,4,205100137,tốt bảo_tặng không_thấyddaau,0
2301,Tạm ổn,6/10/2017,3:10,5,100150059,tạm ổn,0
201,Sản phẩm tốt nhưng k có quà tặng. Làm mình tưởng có nên k mua btt.,18/06/2022,9:17,4,205100146,tốt tặng tưởng,0
3700,"Mình dùng 6 tháng rồi chưa hết sp khá tiết kiệm, bạn nào da mụn dầu nên sd nhé cực kỳ thích mình dùng hết hẳn mụn dù trc đó mặt rất nhiều mụn nói chung các bạn nên sd nhé",27/06/2022,16:11,5,201600144,tiết_kiệm thích hẳn mụn,0
379,"mình mua chai 88ml xài thử phê quá nên quất lun chai 473ml.Mình dùng qua rất nhiều loại srm nhưng ko tìm dc chân ái,da mình bị khô bong tróc da sần sùi ghê lắm,xài qua rất nhiều loại mà cứ rửa xong là căng rát.Dù là dùng toner serum dưỡng ẩm các kiểu vẫn bị căng rát đỏ da.Nhưng mình dùng loại này đúng 2 ngày là da ko bi sần rát nữa.Sản phẩm ko có bọt như kem đặc xả tóc vậy,nhẹ nhàng lành tính nhưng rửa vẫn rây sạch nha mn,mn da khô như mình nên trải nghiệm chắc chắn sẽ tìm dc chân ái.",2/5/2024,12:42,5,422208972,xài thử phê quất không_tìm chân_ái khô tróc ghê lắm xài rửa căng rát ẩm căng rát đỏ rát bọt nhẹ_nhàng rửa rây sạch khô,0
153,"đã sử dụng 2 chai , làm sạch tốt giá hợp lý dung tích lớn",21/02/2023,20:18,5,422206648,sạch tốt,0
319,Tẩy trang dùng rất thích xài chai t2 rồi sẽ mua tiếp,9/10/2020,5:24,5,205100136,thích xài tiếp,0
4285,Nuoc hh loai này rất tốt cho da nhay cảm .Sau khi sd thì da mềm mại và muot mà,24/11/2021,22:07,5,204000071,tốt cảm mềm_mại muot,0
3838,"coi review chán mới tính mua, sợ hố ai ngờ ngon nha, che phủ quá ổn, có điều hút mụn thì như mình cần phải có cả chấm mụn kèm nữa, nó mới nhanh gom cồi",13/01/2024,13:07,5,226200018,chán sợ ngờ phủ ổn hút chấm kèm chóng,0
2771,Xài thích lắm,14/07/2024,14:36,5,418800004,xài thích lắm,0
315,"Giá cả phù hợp,da mình là mụn nhưng xài vẫn rất ok không hề gây kích ứng gì cả. Đóng gói hàng rất chắc chắn hiệu quả tẩy trang rất tốt nói chung là xài rất ưng",5/11/2020,18:00,5,422206648,xài đồng_ý không_hề kích_ứng đóng_gói tốt xài ưng,0
3581,"dùng hợp, hài lòng",16/12/2022,11:43,5,422212871,,0
1971,"giá hợp lý và 1 tuýt to lắm luôn. srm ko mùi, rửa xong da mềm ko có cảm giác bị khô da. mình thấy srm này dùng ok nè mng",2/1/2022,23:19,5,422214147,tuýt lắm không_mùi rửa mềm khô,0
3411,Dòng này có này có sữa rửa mặt ko shop,26/09/2024,5:56,5,422209052,rửa không_cửa,0
2366,"Sử dụng dễ dàng, thoải mái",30/04/2023,13:23,5,308500004,,0
1571,Tôi dầu sau khi xài cảm giác da khô căng và các nốt mụn bị kích ứng đỏ. Nên cân nhắc khi mua. Tốt nhất tìm loại nào tốt mà đắt cũng dc .,17/11/2021,11:02,5,211300007,dầu_xài khô_căng kích_ứng đỏ tốt tốt đắt,0
3661,Tay xong da min,12/10/2022,20:31,5,100220037,,0
4036,"Ngon, bổ, rẻ",17/03/2021,8:34,5,365000013,bổ rẻ,0
1244,Theo quan điểm của mình thì MN nên mua bông tẩy trang này nhé. Bông khá dày không bị tơi bông với lại rẻ nữa mn ui,11/6/2023,21:58,5,422222535,dày tơi_bông rẻ,0
1370,"mua giá khuyến mãi còn được tặng kèm quà, da mình dầu dùng nước hoa hồng không cồn sài kg bị kích ứng,đáng tiền nha shop",27/08/2024,7:12,5,422207826,tặng kèm xài kích_ứng,0
1307,Sd hết 1 chai rồi thấy dịu da. Thấm vào da chứ ko nhờn rít trên bề mặt da khi sd. Có hiệu quả khi sd và có giảm mụn.. mong sd lâu dài sẽ giảm và mờ thâm mụn luôn,1/4/2022,7:45,5,422211878,dịu thấm mờ thâm_mụn,0
1219,Giao hàng nhanh. Sp ok. Mình đã dùng loại này nhiều rồi đi theo mình từ khi có mụn đến hết mụn vẫn ok,1/11/2020,21:05,5,223600035,,0
1444,"Dễ chịu, dùng rất dịu ra, giá thành ổn",3/5/2023,16:20,5,204900128,dịu ổn,0
612,"Không có trắng bệch nha mấy mị, thấm nhanh, mùi cũng bình thường không có thơm như những loại có hương liệu, không chảy khi mồ hồi hay vón cục đâu mấy má. Mấy má sức thì chịu khó vỗ nhẹ cho kem tản ra rồi hãy tán đều và cho lượng vừa đủ thôi, chứ chét như chét kem trộn rồi nói con người ta trắng bệch. Nếu sức hớ xíu thì lát nó cũng tệp vào da thôi, sức luôn cái cổ nha mấy má, không sức cái cổ thì thấy cái mặt trắng mà cái cổ đen thùi rồi la ngen. Nói chung theo ý kiến của tuôi là tốt đó, ổn áp",9/6/2022,6:49,5,253900006,trắng_bệch thấm bình_thường thơm mồ_hồi khô vón chịu_khó vỗ_nhẹ tán chét lừa trắng bệch hớ_xíu lát tệp cổ không_sức cổ trắng đen thùi tốt,0
121,"Dòng sạch sâu này đúng là hợp với da dầu mụn, dùng okie, tẩy sạch và êm nha.",19/11/2023,12:07,5,422208807,sạch sâu hợp sạch êm,0
2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",28/04/2023,15:41,5,308500037,dễ_dàng thoải_mái,0
317,Tẩy trang khá tốt. Không gây rát da.,27/10/2020,9:35,4,422206648,tốt rát,0
705,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",28/04/2023,9:38,5,308500018,dễ_dàng thoải_mái,0
1509,"Xài cũng được thôi, trộm vía mình có thấy sáng da một chút. Có điều ở đây nhiều người nói nó cấp ẩm tốt, thực tế mình dùng thấy chất kem thấm rất nhanh, ko để lại lớp ẩm trên da, cấp ẩm ở mức trung bình thôi ạ, mình phải bôi lượng kem khá nhiều mới cảm thấy yên tâm đi ngủ, có lẽ vậy nên mình dùng khá nhanh, gần 1 tháng đã thấy gần hết kem. Mọi người dùng thì lưu ý, giá rẻ nhưng tính ra cũng không rẻ vì dùng khá nhanh hết ạ.",24/01/2024,21:31,5,206400019,xài tốt thấm bôi_lượng yên_tâm có_lẽ lưu_ý rẻ không_rẻ chóng,0
721,San phẩm rất tốt ạ,16/04/2023,12:46,5,100230064,phẩm tốt,0
2373,Sử dụng dể dang .rất t hjjoải mái.thư giản tột độ,29/04/2023,19:21,5,422205160,dể hjjoải,0
3498,"Xài rồi mới hiểu sao người ta khen nhìu vậy, srm xài siêu tốt,da sạch mà lại mềm mịn ko khô căng",19/09/2022,16:53,5,225300001,xài ngợi xài tốt sạch mềm mịn căng,0
728,Tốt,9/4/2023,21:39,5,100230059,tốt,0
3326,Trên cả tuyệt vờii,29/12/2021,12:17,5,422212097,,0
956,Sau khi rữa xg da căng bóng. Không khô da,10/4/2023,12:11,5,422204795,rữa căng,0
1561,"rẻ nhé. mình da thường. ở phòng lạnh không bị khô. đi ngoài nắng trời bth thôi cũng k đổ dầu, k hợp đi bộ trời nắng đâu mn. nhưng chất nhanh tệp vào da nhé",30/03/2022,11:17,5,422208345,rẻ lạnh không_bị khô không_đổ không_hợp nắng chất_chóng tệp,0
1884,"Mặt nạ giá rẻ mà chất liệu tuyệt vời. Ai mới nặn mụn xong, hoặc có mấy nốt mụn sưng viêm thì đắp xong da dịu hẳn, bớt sưng liền nha, cũng mau lành vùng da tổn thương nữa. Mình đắp xong, thoa kem dưỡng rồi đi ngủ luôn. Các dòng mặt nạ của brand này đều ổn áp, giá cả lại phải chăng.",5/2/2024,21:22,5,422216291,rẻ chất_liệu nặn mụn viêm đắp dịu hẳn bớt sưng liền lành đắp_dưỡng ổn_áp_giá_cả,0
1163,Sản phẩm trị mụn tốt nhất mình từng thấy luôn giảm mụn rõ rệt mình kết hợp quy trình cả bộ eucerin cho da dầu mụn hiệu quả đem lại nhanh hơn,22/03/2020,22:19,5,204100023,trị tốt rõ_rệt eucerin mụn hiệu_quả đem chóng,0
468,"Mua ngay lúc khuyến mãi, nên vừa được giảm giá vừa được tặng sữa rửa mặt nữa. Giao hàng nhanh, shipper tận tình. Lấy kem ra thoa theo từng vùng nên kh bị vón, lớp finish siêuu ráo, cảm giác nhẹ tênh như kh bôi gì luôn á. Kiềm dầu ok lắm mặc dù da mình rất dầu. Nâng tông nhẹ, nhưng kh sao, vẫn ok",15/05/2023,19:58,5,204900013,khuyến_mãi tặng rửa vón siêuu_ráo nhẹ_tênh á_kiềm đồng_ý lắm nâng nhẹ,0
2018,"dùng chai này là chai thứ 4 rùi, ai da trắng muốn da hồng hào thì dùng chai này ổn áp.",20/11/2022,17:30,5,422203145,trắng hồng_hào,0
2378,"Sử dụng mát, dễ chịu và hiệu quả sau 1 tuần sử dụng❤️❤️❤️",29/04/2023,16:07,5,422202253,mát dễ_chịu hiệu_quả,0
2183,"Hơi thất vọng về bạn này. Dùng xong da mặt cảm giác nóng bừng lên và đỏ ửng mặc dù đã xem rất nhiều review là bạn này rất lành tính. Nhưng thoa lên mặt có cảm giác khô, nóng. Mình hi vọng đây do mình ko hợp vs thành phần nào đó chứ ko phải do chất lượng sp",2/4/2020,22:04,2,211300002,hơi thất_vọng cảm_giác nóng_bừng lành_tính khô nóng chào_vọng không_hợp,1
803,"rất thích cách phụ vụ bên HASAKI gói hàng cẩn thận, mua rất nhiều lần bên HASAKI rồi nhưng chưa lần nào để mk thấy thất vọng mua trên HASAKI giá hời nhưng hàng luôn luôn chính Hãng",11/9/2020,13:27,5,422216594,thích phụ_vụ gói cẩn_thận hời,0
2764,"Ko bị cay mắt là thích rồi nè, mùi hơi giống mùi gừng (ko thấy khó chịu đâu, yên tâm) dùng thấy có mọc lên tí xíu. Tầm 1 chai là sẽ có hiệu quả ngay",1/11/2023,2:10,5,256700017,không_bị thích hơi gừng yên_tâm mọc,0
792,"Không kích ứng nhưng không sạch lắm, có tạo bọt, khi thấm ra bông tẩy trang để lau mắt và môi thì bị rát, dùng tay không tạo bọt dịu da hơn, dễ chịu hơn dùng bông",23/05/2021,16:44,4,377400001,không_sạch lắm thấm để_mắt rát bọt_dịu dễ_chịu,0
273,Dùng hợp cho da dầu,26/06/2021,23:08,5,422204259,,0
283,"nc tẩy trang dịu nhẹ, mềm da, k gây kích ứng, chai to giá rẻ nữa. giao hàng hơi lâu. ncl ok",2/6/2021,23:07,5,422211446,dịu nhẹ mềm không_gây kích_ứng rẻ hàng hơi,0
428,"Sản phẩm rất tốt,khá hài lòng",12/8/2024,13:22,5,422216416,tốt hài_lòng,0
3282,"Không biết những loại khác của hãng sao chứ mình thấy em""deep"" này rất ổn nha,dễ nhũ hóa,mùi cam nhè nhẹ cũng thơm á,từ lúc mà mình dùng dầu tt đều đặn mình thấy mụn đầu đen giảm đáng kể.E này mà kết hợp vs srm sau đó nx thì sạch bong nha,ncl ngon rẻ xịn",8/2/2024,11:56,5,422210957,ổn nhũ hóa thơm_á đều_đặn đen kết_hợp sạch rẻ xịn,0
624,Cấp ẩm và làm dịu da tốt,17/11/2021,1:03,5,422211878,dịu tốt,0
2522,"thấy mn khen mình mua về dùng thử mình da dầu mụn sài ban đầu có giảm mụn thiệt, nhưng mình cảm thấy khô da khi sd sửa rữa mặt này nó k có giữ ẩm da như mn nói sài khô da rất khó chịu....",8/5/2022,11:26,4,204100054,thử mụn cấm khô sửa ẩm khô khó_chịu,0
3406,Xài rất tốt nha. Mình ghiền mà muốn ngày nào cũng đắp luôn. Da đỡ mụn nhiều. Da Sáng hơn. Da mụn nên xài,17/07/2021,19:40,5,422209795,xài tốt ghiền đắp đỡ mụn xài,0
1119,"Tẩy trang rất sạch mà không có cảm giác da bị khô và căng. Mùi thơm dịu rất thích, thậm chí là nghiện mùi luôn hihi",8/6/2021,22:30,5,422204884,sạch khô căng thích nghiện,0
4033,giá rẻ nên chất lượng cũng khác. hiệu qua sau sử dụng không rõ mấy.khi xài khoảng 1 2 phut trước gió mặt nạ đã bám vào da(không giống loại cao cấp). mình nghĩ nên kết hợp xen lẫn giữa cao cấp và bình dân sẽ hiệu quả hơn đối với chị em kinh tế eo hẹp,30/06/2022,14:27,4,365000011,rẻ không_rõ xài bám kết_hợp_kẽ bình_dân hiệu_quả dân_tộc tế hẹp,0
4214,"Sản phẩm không như mong đợi, cực kỳ thất vọng.",6/1/2023,17:35,1,222600016,đợi,1
2152,oke,2/9/2023,9:02,5,211300002,,0
186,Tẩy trang sạch lắm ạ Sau khi tẩy xong thấy mặt ẩm ẩm rất thích :)),26/08/2022,11:48,5,205100136,sạch lắm ạ_tẩy thích,0
125,Giao hàng nhanh. Duyệt,13/11/2023,11:48,5,422206648,,0
1521,"Dùng cấp ẩm tốt, không dính bết, không lên mụn, không đổ dầu rất hài lòng",26/10/2022,15:08,5,422211548,tốt bết mụn hài_lòng,0
2328,"Sử dụng rễ dàng ,rất thoải mái,thư giãn tột độ",3/5/2023,17:45,5,422205162,rễ_dàng thoải_mái,0
1337,dùng xong cảm thấy da rất mịn màng luôn í,4/3/2021,18:11,5,245500002,mịn_màng,0
2538,"Da của mình dể bị cháy nắng lắm luôn, đi ra đường nắng gắt cở 1-2 tiếng là đen ngay.Từ khi xài chống nắng này của Eucerin mình khá tự tin,da không còn cháy nắng.Nó bảo về da mình tốt.Chất lượng kem làm mình khá ưng ý",14/11/2020,22:46,5,204100003,cháy nắng lắm đen xài chống cháy bảo tốt chất_lượng ưng_ý,0
3336,sản phẩm của hãng senka luôn tuyệt vời mk dùng thấy thích cực từ kem chống nắng sữa rửa mặt rồi serum kem dưỡng nói chung đều tuyệt hasaki gói hàng cực kì chắc chắn giao hàng cực kì nhanh mk luôn xem hasaki là một địa chỉ uy tín để gửi gắm niềm tin của mình cám ơn hasaki rất nhiều,29/10/2019,15:51,5,223600010,tuyệt_vời thích cực chống rửa serum_dưỡng tuyệt_hasaki gói cực_kì hasaki gửi_gắm thiếc hasaki,0
1428,Da mình đã hết mụn sau khi chuyển qua sd srm này,6/1/2021,17:24,5,422218283,,0
1736,Mùi dễ chịu giảm mụn,20/11/2023,9:27,5,100220010,dễ_chịu,0
1146,Có dùng dc cho mẹ bầu k a?,18/02/2023,8:18,5,422207865,bầu không,0
3963,ko hỉu sao giao ko có bọc lại. Dùng 2 tháng nay thì thấy khá dịu trên da và sạch. tuy nhiên mùi hơi khó chịu,14/03/2023,22:41,4,422201120,bọc dịu sạch nhiên,0
242,"sợ tốt ,thẩm thấu nhanh wa , hk gây nhờn rít khó chịu , wa tuyệt",12/10/2021,17:26,5,422200305,sợ tốt thẩm_thấu chóng nhờn_rít khó_chịu,0
1641,"Đắp lên mặt mát lắm, siêu nhìu dưỡng chất, mùi khá dễ chịu nữa. Đắp xong thấy mặt mình nó thoải mái gì đâu lun, để qua đêm, sáng rửa lại với nước là da láng mịn, siêu ưng",4/6/2024,23:28,5,422207795,đắp mát lắm dưỡng_chất dễ_chịu đắp thoải_mái rửa,0
3475,"giao hàng nhanh, sản phẩm sử dụng tốt",27/05/2021,9:05,5,343100029,tốt,0
1418,"Srm này chắc chắn mình sẽ mua đi mua lại hoài,rất dịu nhẹ rất sạch,lại còn có mùi thơm siêu dễ chịu luôn nhé,mình dùng thấy kiềm dầu lắm",12/6/2022,14:39,5,422217029,đi_lại hoài dịu nhẹ sạch dễ_chịu lắm,0
1447,"Dễ chịu, dùng thấy dịu da, giá thành ổn.",1/5/2023,12:46,5,422210980,dịu ổn,0
777,"dùng ok, ổn",24/11/2021,9:01,5,245500010,ổn,0
3642,"cái kem này nó thấm nhanh mà không bị rít trên da, ai siêng như mình thì chấm 2 lần một ngày để mụn nó nhanh khỏi nha, nhớ làm sạch da trước khi dùng á",30/01/2024,20:55,5,422207629,thấm_chóng không_bị rít chấm mụn chóng sạch,0
244,"giao hàng nhanh, giá ổn nhưng mà mình không được tặng chai bé như shop đã quảng cáo dù bill đã trên 200k và ở tphcm",6/10/2021,11:29,4,422211447,ổn tặng bé quảng_cáo,0
205,"mình dùng tới chai thứ 3 rồi, cảm thấy rất ổn nhưng sau mỗi lần dùng có lớp bóng nhẹ nên mn dùng srm lại là oke nha",19/05/2022,23:21,5,205100136,ổn nhẹ,0
4040,Bỏ tủ lạnh lấy ra Đắp đã lắm luôn,1/10/2020,16:33,5,365000018,đắp lắm,0
3325,"thay đổi bao bì nên thành phần cũng thay đổi, thoa lên da một lúc sau cảm giác khô hơn, loại bao bì cũ thì ẩm mướt cả ngày, không thích sản phẩm như trước kia nữa",3/1/2022,16:59,2,223600009,đổi đổi khô cũ ẩm_mướt không_thích sản_phẩm,1
229,"Sản phẩm ổn với nhu cầu dùng thử, không quá xuất sắc nhưng đủ dùng.",13/08/2021,9:14,3,318900019,ổn thử không_quá,1
2408,"Đắp mát lắm, mụn sưng đỡ",5/2/2023,0:27,5,422202253,đắp mát lắm đỡ,0
62,"mk đã dùng đến chai t2 thấy thích, tẩy trang dịu nhẹ phù hợp hàng ngày còn makeup thì nên dùng loại khác",17/04/2022,23:35,5,422204906,dịu nhẹ,0
395,E này da mụn nhạy cảm sd rất oke ạ cấp ẩm tốt làm dịu da thích lắm luôn ạ,24/04/2021,21:25,5,253900004,mụn tốt dịu thích lắm,0
151,Mình sẽ mua xài quài vì chỉ mỗi chai này xài hợp cho da hỗn hợp thiên dầu nhạy cảm như mình. Trộm vía ngàn lần,6/3/2023,10:34,5,205100146,xài quài xài_hợp thiên_dầu nhạy_cảm trộm_vía,0
639,"ỷc,",7/7/2024,23:25,4,200400003,,0
2463,ooo,28/08/2019,16:25,5,422205162,,0
685,Sử dụng dễ dàng. Rất thoải mái.,30/04/2023,14:57,5,308500004,thoải_mái,0
1151,"Mua 1 lúc 5 chai tại cửa hàng để tặng mấy đứa cháu. Mẫu mới xài êm nha, cảm giác xài xong da ẩm hơn, mịn màng. Nên mua luôn nha chị em",18/12/2022,12:08,5,422209322,tặng xài xài ẩm,0
1757,da đã đẹp hơn. đốm đen đầu mũi đã biến mất. vùng chữ T mình thoa nhiều hơn 2 bên má. ban đầu rát nhẹ và bong da. giờ thì okie rồi. sẽ mua lại,21/02/2022,12:41,5,100220035,đẹp biến cấm rát nhẹ,0
111,Shop giao hàng nhanh nhưng k tặng thêm chai dưỡng tóc,6/9/2024,20:06,4,205100146,hàng_chóng không_tặng,0
358,undefined,28/05/2019,9:34,4,205100136,,0
973,"dùng rất ok, sạch, ko khô da",18/10/2022,20:06,5,422204904,sạch,0
188,Sao mình mới mua mà lại k tặng bông tẩy trang ạ.,13/08/2022,13:48,4,205100136,tẩy,0
4429,"Mình mua sản phẩm từ giữa tháng 8 xài tới giờ là được đợt 2 rùi. Thấy da mặt cũng sáng lên chút đỉnh, còn nhờn thì thấy có giảm rõ rệt á ✨. Sản phẩm có tp đầy đủ, đóng gói kĩ, hàng mới. Sẽ ủng hộ shop tiếp hehe :D.",5/4/2024,9:39,5,335100004,sản_phẩm xài nhờn đóng_gói ủng_hộ tiếp,0
2311,"Sử dụng dễ dàng, rất thoải mái. Thư giãn tột độ.",5/5/2023,10:01,4,308500009,dễ_dàng thoải_mái,0
217,"xịn thật sự mình da dầu xài nhiều loại srm nhưng k thấy hiệu quả mua e này dùng thử thì quá ưng luôn mới dùng đc một tuần mà đỡ dầu, đỡ mụn hẳn rửa xong cảm giác sạch mà k bị căng da mặt mình chỉ đổ dầu vùng chữ T nên hai bên má bị khô kết hợp xài thêm kem dưỡng là tuyệt vời lúc đầu có hơi đắn đo về giá nhưng thật sự tiền nào của đó rất đáng tiền nha",5/4/2021,15:22,5,204900056,xịn dầu_xài thử ưng đỡ đỡ mụn hẳn rửa sạch không_bị căng đổ hải khô kết_hợp xài hơi đắn_đo,0
986,sp dùng thấy mẩn đỏ ngứa hết da.nói chung da mình sài không có hợp,27/02/2022,16:17,1,422204795,đỏ ngứa xài,1
333,So với tầm giá 100k thì chai này phải cho 5 sao. Dùng chai hồng có cấp ẩm dù ghi cho da khô nhưng da dầu mụn như mình xài vẫn được có hoa hồng nhiều nên da mịn hẳn ra sạch nữa mình dùng xong rồi kem trị mụn có hiệu quả hơn mấy cái mụn cũng lặn đi chắc do da sạch thông thoáng nên dễ thấm kem nhưng mà da của ai dầu nhiều quá thì dùng loại xanh đậm nhé còn mình do giảm dầu nhiều rồi nên dùng loại hồng này.,26/06/2020,19:36,5,422204259,khô mụn xài mịn hẳn sạch trị hiệu_quả lặn sạch thông_thoáng thấm đậm,0
1096,Mấy bạn lưu ý để tránh nhầm lẫn như mình giá 236k này là 1 chai nước tẩy trang chứ không phải 2 chai như trong hình nhé,26/04/2024,9:24,5,422201504,nhầm_lẫn,0
1908,"thấm nhanh, không nhờn rít. Da dầu mụn dùng cấp ẩm rất ok",17/07/2022,14:47,5,100210023,thấm rít mụn đồng_ý,0
219,"Sản phẩm không như mong đợi, cực kỳ thất vọng.",2/5/2023,1:25,1,422209262,đợi,1
1630,"serum thành phần lành tính, không bít tắc lỗ chân lông, nhẹ trên mặt, thấm nhanh , không hề cảm giác rít nhờn. Da ai dễ đổ dầu, lên mụn blackhead hoặc sợi bã nhờn, hoặc mụn đỏ là an tâm xài ❤️❤️❤️❤️",18/09/2023,18:24,5,422206513,thành_phần lỗ_chân nhẹ không_hề rít đổ mụn đỏ yêu,0
182,"tẩy sạch mà an toàn cho da. Da mình dầu nhờn, nhiều dầu lắm. Có hôm sáng vội quá chị kịp thoa nước tẩy trang lên mặt thôi nhưng lượng dầu giảm nhiều lắm luôn",15/09/2022,12:12,5,205100137,sạch toàn dầu_nhờn lắm vội kịp tẩy lắm,0
4180,khả năng kiềm dầu k cao. sp ko cồn k hương liệu ko parapen. nâng tone nhẹ. pbuf hợp giá tiền,23/10/2021,22:37,4,422203143,không nâng nhẹ hợp,0
162,loại này tẩy khá sạch vs lành tính. sẽ mua lại,6/1/2023,0:41,5,422204259,sạch,0
221,K có tem chống giả,17/02/2022,9:14,4,205100146,chống giả,0
3658,"sau khi dùng loại mơ thì mình nghĩ sp của hãng này đều hạt rất to và thô, nhg mà loại này dùng thích hơn nha mng ơi, hạt rất mềm ko gây khô rát da, đã v còn thơm nữa (ko phải thơm hoá học nhé)",14/08/2023,4:48,5,100220010,mơ thô thích mềm thơm thơm học,0
1222,Mình da dầu nhưng vẫn dùng okieee lắm. Vì thích cảm giác chloe một tí trên mặt,27/07/2020,14:22,5,422215804,okieee lắm thích cảm_giác,0
621,"Mới mua hôm qua dùng xem ntn, mùi hơi khó chịu. K thích mùi này",30/12/2021,13:41,3,422212100,,1
475,"Trước khi thoa nên apply một lớp kem dưỡng mỏng trước, thoa tới đâu thấm tới đó cực thích, nếu không có lớp kem dưỡng hơi khó tán, lớp finish đẹp cả ngày k xuống tông, da dầu dùng ok.",11/4/2023,9:15,5,422216416,apply mỏng thấm cực thích tán_lớp đẹp,0
2419,Vừa dùng thử lần đầu Thấy rất êm với giá tiền Mùi dễ chịu lắm,3/11/2021,22:17,5,422205163,thử êm dễ_chịu lắm,0
2754,"Mình dùng rất thích dầu tẩy trang này ,tẩy rất sạch không bị bóng dầu trên da",6/6/2022,14:56,5,248700052,thích sạch không_bị,0
708,Sản phẩm tốt,28/04/2023,8:24,5,422216594,tốt,0
1631,"Mình sử dụng vài ngày thì thấy sáng dậy môi mềm nhưng mà vscn xong là khô căng môi luôn, n mốc trắng môi mình luôn cảm giác y như hút ẩm ngược lại hay sao í, chắc fai quay lại son mediheal",20/09/2024,9:00,3,422205346,dậy khô căng mốc trắng cảm_giác hút khô í mediheal,1
1593,aaaa nhờ megaduo mà da tui cải thiện rõ.,12/2/2023,9:09,5,327500002,cải_thiện,0
504,"Đã sd 3 loại, theo ý kiến cá nhân, da hhtk, dầu vùng chữ T, ưu điểm : giá hợp lý, khả năng chống nắng tốt. nhược điểm : kết cấu í ẹ lắm, màu hồng bôi mỏng thì ko sao, bôi đủ lượng thì cái mặt trắng bóc, 30p mà kcn vẫn ko khô, cứ dính dính trên mặt, lỡ quẹt tay lên mặt là móng tay dính đầy kcn luôn. màu xanh mint thì tệp da nhưng bôi đủ lượng thì 30p kcn cũng ko khô, kềm dầu khoảng 2h thôi. màu xanh da trời là ok nhất, nhẹ mặt nhưng vẫn ko khô hoàn toàn trên da. đã đổi qua laroche.",6/11/2022,10:24,3,422210400,khả_năng chống tốt kết_cấu í ẹ lắm bôi mỏng không_bôi trắng_bóc không_khô dính_dính lỡ_quẹt dính tệp bôi kcn không_khô đồng_ý nhẹ_mặt không_khô đổi,1
2349,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,12:01,5,308500037,dễ_dàng thoải_mái,0
1371,"Mình có thử tuýt nhỏ nhưng sài xong da mặt vẫn đổ dầu rất nhiều. Khuyên các bạn nào da dầu mụn, nhờn thì sài thử tuýt nhỏ để biết hợp da không nhé.",5/7/2024,10:28,4,422220469,thử xài đổ khuyên dầu mụn_nhờn xài thử hợp,0
2275,Đỉnh của chóp,11/3/2021,4:05,5,100230069,,0
792,"Thấy rát da, cũng sạch nhưng không thích lắm, hơi rít, da nhạy cảm sẽ không ưng đâu",4/4/2021,1:56,3,355500011,rát sạch không_thích lắm hơi rít không_ưng,1
227,ok,8/2/2022,22:13,5,205100136,,0
2291,da đang bị nổi mụn có dùng dc k,23/09/2020,12:51,3,100150058,nổi không,1
2532,"Eucerin thì ""best"" trong dòng mỹ phẩm Đức rồi khỏi phải nghi ngờ gì về chất lượng của nó nữa. Sản phẩm này cũng không phải ngoại lệ, da mình bị mụn đầu trắng với đầu đen đều được cải thiệu rõ rệt chỉ mới trong một tuần.",15/11/2020,16:10,5,100210020,ngờ mụn trắng đen cải_thiệu,0
507,"Hối tiếc vì đã mua sản phẩm này, thật sự quá tệ.",21/04/2023,19:51,1,422203146,sản_phẩm tệ,1
2355,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",30/04/2023,18:26,5,422205160,dễ_dàng thoải_mái,0
3341,"làm mịn da, chất lượng hợp với giá tiền",17/04/2019,18:08,5,223600034,chất_lượng hợp,0
618,"Kiềm dầu tốt, tuy nhiên nâng tông trắng bệch, phù hợp cho ai da trắng hơn,ai da ngâm nên cân nhắc",12/2/2022,10:55,4,253900006,tốt_nhiên nâng trắng_bệch trắng ngâm,0
2415,"Sản phẩm rất có tác dụng với da dầu và da mụn, mọi người nên dùng 10-15 phút, không nên để lâu hơn.",23/01/2022,16:12,5,308500013,tác_dụng không_nên,0
2386,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",28/04/2023,20:39,5,308500015,dễ_dàng thoải_mái,0
688,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,18:36,5,200400004,thích hasaki,0
1294,"Sài rất ok,mùi thoang thoảng và làm dịu da",14/02/2024,14:55,5,253900003,mùi_thoảng dịu,0
764,"giao hàng rất nhanh, đóng gói cẩn thận, shipper thân thiện",20/01/2022,17:33,5,422216594,đóng_gói cẩn_thận,0
712,Mui huong de chiu lam mat nhanh gia thanh on,27/04/2023,17:25,5,204100054,chiếu_chóng,0
805,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ.",2/5/2023,16:01,5,308500018,dễ_dàng thoải_mái,0
2182,Xai on .,13/06/2020,9:14,5,345800002,,0
2395,"Sử dụng dễ dàng, rất thoải mái , thư giãn tột độ",28/04/2023,9:35,5,308500015,dễ_dàng thoải_mái,0
